T,X,Y,Z
3057,-4,-8,-96
3059,-16,76,-40
3071,60,20,40
3073,-44,-28,-156
3075,-20,-20,-120
3077,44,-8,-48
3079,-20,68,-100
3081,76,60,76
3083,8,28,-40
3095,-4,4,64
3097,116,32,-880
3099,-20,40,-232
3101,-16,100,1212
3103,232,-132,-120
3110,-172,-188,720
3112,16,-92,-892
3114,80,336,-1024
3116,4,16,1132
3128,-324,-12,-1564
3130,160,356,-1036
3132,240,116,1280
3134,96,-228,12
3136,-288,0,-1484
3138,72,388,-1072
3150,-312,-360,36
3152,368,516,-864
3154,264,212,60
3156,-136,-352,444
3158,-232,-92,36
3160,-28,212,-624
3172,-20,-172,344
3174,348,280,-652
3176,96,184,-936
3178,-240,-204,-176
3180,-20,20,700
3182,100,184,540
3194,-48,-68,176
3196,172,172,20
3198,-8,-8,-104
3200,-56,-40,164
3202,-40,-44,464
3204,-36,-20,-16
3208,-108,-48,-412
3210,272,20,-380
3222,-108,-296,508
3224,316,200,408
3226,-284,-44,-136
3228,84,-152,-632
3230,-56,16,-392
3232,116,124,400
3244,-108,-100,-384
3246,148,156,-280
3248,-20,-4,24
3250,-156,-80,196
3252,132,-64,80
3254,40,40,-80
3266,-80,20,80
3268,48,36,-100
3270,-168,-84,-236
3272,-52,-52,140
