T,X,Y,Z
28642,-36,-64,-12
28644,-60,-8,20
28646,12,100,112
28648,68,-20,144
28660,-20,84,64
28662,4,-12,-116
28664,4,4,12
28666,-40,16,80
28668,40,-8,-60
28670,-76,112,68
28672,212,128,-964
28684,140,-48,340
28686,-20,0,-236
28688,-124,-56,-396
28690,132,56,196
28692,56,-100,496
28694,8,-132,-88
28706,152,-36,-120
28708,8,-124,1968
28710,-140,-76,1092
28712,56,20,-1096
28714,16,76,268
28716,-104,-224,1020
28720,-180,192,-1220
28732,-68,-144,692
28734,-124,12,-264
28736,292,208,-124
28738,-116,-56,132
28740,-124,-184,-68
28742,240,104,164
28754,-136,-48,260
28756,-8,-24,156
28758,-112,76,-268
28760,56,116,-12
28762,-20,-104,24
28764,20,20,-64
28776,96,36,-200
28778,-76,-44,400
28780,92,-32,2568
28782,416,-4,-1280
28784,-312,-104,1328
28786,264,-48,1956
28798,-172,132,-796
28800,260,308,400
28802,-216,-244,856
28804,16,-60,-712
28806,176,200,96
28808,-64,-8,468
28820,60,-8,-108
28824,-56,-200,156
28826,-12,-36,-332
28828,92,76,-444
28830,-12,-32,20
28832,-96,-96,-88
28844,-76,0,-64
28846,-20,-56,-48
28848,40,28,-72
28850,32,84,-196
28852,-80,-72,120
28854,40,20,-104
