T,X,Y,Z
12116,4,-48,-8
12118,12,24,24
12120,-60,76,48
12132,12,24,-92
12134,4,8,-32
12136,32,16,12
12138,20,44,-92
12140,32,-60,24
12142,8,-40,-124
12144,76,0,24
12156,8,-20,956
12158,188,140,-740
12160,-388,-84,68
12162,132,-152,1296
12164,212,176,36
12166,-124,-44,-1180
12178,-292,-24,1328
12180,-228,-184,1436
12182,140,180,-1676
12186,52,-252,916
12188,232,52,368
12190,-152,112,-760
12192,-188,-24,-376
12204,-188,-172,-424
12206,256,332,-608
12208,-164,16,48
12210,-4,-228,68
12212,44,-84,100
12214,-120,32,-192
12226,-100,-112,204
12228,56,132,-484
12230,164,92,-424
12232,-100,-104,-92
12234,8,-212,368
12236,132,140,76
12248,-100,-40,236
12250,108,16,-212
12252,60,88,48
12254,-76,-60,92
12256,-16,-88,272
12258,96,-28,624
12270,104,152,-700
12272,-68,184,1808
12274,636,-148,184
12276,-556,48,472
12278,68,56,-228
12282,-120,-156,520
12284,-40,164,-1432
12296,-288,-156,-224
12298,224,-68,200
12300,-28,132,68
12302,-76,8,-296
12304,88,-148,388
12306,-24,28,140
12318,-24,36,-184
12320,-128,-104,436
12322,92,-28,144
12324,-28,-36,-256
12326,-56,-24,-144
12328,184,76,128
