T,X,Y,Z
50060,60,-36,-68
50062,12,56,24
50064,28,52,20
50066,16,8,20
50078,120,52,-164
50080,88,-24,20
50082,-128,44,-72
50084,44,16,-60
50086,28,40,72
50088,16,60,-24
50100,-152,-60,744
50102,100,-32,396
50104,0,28,-408
50106,-100,20,16
50108,212,36,80
50110,-44,-24,152
50122,-28,108,56
50124,-156,-124,228
50126,16,16,-628
50128,-120,32,276
50130,148,4,-64
50132,-92,36,-112
50144,240,16,1372
50146,-380,-124,-604
50148,52,4,-372
50150,232,152,256
50154,-24,-136,-580
50156,32,176,-332
50158,228,52,624
50170,48,156,-24
50172,168,80,-168
50174,60,-64,284
50176,-140,-160,284
50178,100,52,-144
50180,-92,-20,-180
50192,36,152,-64
50194,-28,184,-524
50196,-100,-24,-124
50198,-92,-16,264
50200,-36,96,176
50202,-108,36,-168
50214,4,108,120
50216,-12,-28,412
50218,40,-188,-492
50220,80,-40,-224
50222,-80,-20,240
50224,28,-48,-256
50236,4,32,440
50238,144,52,-364
50240,-36,220,-1892
50242,-20,140,-860
50244,304,32,104
50246,-476,-52,-760
50250,180,148,212
50262,16,-48,-180
50264,224,56,-292
50266,8,12,-144
50268,20,-168,140
50270,-32,0,-40
50272,-80,24,-164
