T,X,Y,Z
28142,24,24,-24
28144,0,-48,-48
28146,-56,-60,92
28148,-80,12,68
28150,84,64,-20
28152,-12,32,116
28154,-16,0,8
28166,24,56,-120
28168,-24,-16,-92
28170,4,-68,-16
28172,268,12,-988
28174,-176,12,680
28176,76,-24,916
28188,-68,-72,-372
28190,244,160,348
28192,100,-52,580
28194,-60,-40,-240
28196,-68,100,-296
28198,40,12,72
28210,-60,-244,24
28214,-248,36,1276
28216,136,-148,-164
28218,96,76,20
28220,-28,112,88
28222,84,124,-16
28234,32,68,-420
28236,116,180,-52
28238,-264,-132,236
28240,-32,-64,80
28242,100,120,-72
28244,0,120,-312
28256,44,88,100
28258,104,88,-312
28260,-100,4,-236
28262,-52,8,196
28264,88,76,184
28266,-104,-64,-36
28278,-16,-16,-16
28280,-52,60,-364
28282,-116,-44,908
28284,160,-24,-2908
28286,-452,-96,-136
28288,340,40,200
28300,-196,-156,-896
28302,136,284,108
28304,-140,144,304
28306,-80,-192,-304
28310,-36,76,-32
28312,-44,-24,-128
28314,-32,-56,64
28326,-8,24,228
28328,-108,-140,-200
28330,32,-36,-28
28332,96,44,-256
28334,-132,-80,-60
28336,28,-80,68
28348,-44,-72,-44
28350,-40,-64,96
28352,-48,-32,-244
28354,-24,20,-200
