T,X,Y,Z
27151,68,56,16
27153,12,56,44
27155,-16,-96,-72
27157,-72,32,-132
27169,-4,180,64
27171,8,-124,-28
27173,-36,20,4
27175,12,76,196
27177,-24,144,-8
27179,52,68,-268
27183,-208,-100,1004
27195,-100,12,76
27197,148,12,544
27199,96,-124,372
27201,-156,44,-884
27203,220,240,-392
27205,-100,-68,672
27217,-84,204,-1788
27219,-96,216,596
27221,256,-180,640
27223,56,88,180
27225,36,200,-544
27227,-16,76,-124
27239,80,16,-496
27241,224,324,-192
27243,-44,-88,312
27245,-24,-64,-16
27247,36,196,-124
27249,-44,128,-196
27261,-28,-68,-100
27263,292,140,-516
27265,-100,76,-160
27267,-84,-124,-168
27269,60,-12,240
27271,-48,56,4
27283,-32,-84,-68
27285,240,20,-224
27289,-212,36,496
27291,244,4,1144
27293,-16,-36,-1668
27295,-80,-92,-780
27297,-124,344,-360
27309,320,160,-460
27311,-4,192,-88
27313,-132,-136,496
27315,124,-148,-144
27317,40,152,4
27319,220,124,36
27331,-60,80,132
27333,60,120,-72
27335,-132,-184,148
27337,-148,-44,-20
27339,284,100,-204
27341,-72,-52,-264
27353,-16,-20,136
27355,0,-44,8
27357,-88,-88,-160
27359,64,96,-12
27361,60,-80,-56
27363,16,44,80
