T,X,Y,Z
21682,-44,20,108
21684,-32,72,36
21686,36,24,64
21688,56,-20,8
21690,48,-56,148
21692,52,-28,-20
21694,48,76,44
21706,-108,28,84
21708,-28,-40,112
21710,-160,140,88
21712,1496,204,-668
21714,-1176,-284,56
21716,592,280,-624
21718,-260,-336,1436
21720,352,180,-644
21732,-256,-16,932
21734,384,828,-392
21736,364,-260,476
21740,-900,-160,-944
21742,-600,388,2360
21744,-316,76,432
21746,968,228,-1652
21748,-128,440,1176
21750,-296,-288,-432
21762,-248,-268,-628
21764,-608,-256,-252
21766,-44,-160,-128
21768,328,256,-584
21770,140,372,504
21772,100,-208,864
21774,16,-412,108
21786,-32,-216,212
21788,-76,-240,252
21790,136,36,-684
21792,248,224,-428
21794,104,-96,280
21796,116,48,460
21798,-304,112,936
21800,-24,24,-296
21812,-200,-28,612
21814,-32,216,-1012
21816,-104,140,-680
21818,284,-56,-660
21822,-404,-228,-60
21824,28,-12,408
21826,-120,188,-812
21828,300,200,-544
21830,-304,-264,784
21842,56,-112,-116
21844,-52,-216,-72
21846,-76,-76,-76
21848,44,16,-204
21850,88,64,8
21852,-64,-48,312
21854,-60,-76,320
21856,-16,8,-132
21858,64,132,-40
21870,68,40,52
21872,-20,112,-336
21874,-64,16,156
