T,X,Y,Z
52875,28,128,-72
52877,48,56,52
52879,52,8,8
52881,28,-28,80
52883,24,4,4
52885,40,12,-76
52887,16,-148,12
52889,20,4,48
52891,32,4,16
52893,-4,-8,100
52905,184,0,-500
52907,32,156,1128
52909,-72,84,24
52911,116,44,200
52913,324,-148,832
52915,1392,44,-5012
52919,172,296,-1416
52921,-116,-364,1020
52923,-492,412,512
52925,596,472,-452
52937,388,76,-472
52939,-128,36,600
52941,-68,-456,-1088
52943,-20,-348,-460
52945,-124,580,844
52947,-16,128,636
52949,496,-180,220
52961,68,12,472
52963,-16,-372,496
52965,-20,-180,-28
52967,-100,172,-180
52969,76,12,-304
52971,288,-92,0
52973,80,184,468
52975,-84,28,-176
52987,-96,224,760
52989,12,24,464
52991,-108,8,-28
52993,-12,56,-160
52995,-144,164,-392
52997,36,48,744
52999,144,-112,-88
53003,-244,-48,456
53005,48,4,304
53007,116,-76,-280
53019,40,-144,96
53021,148,-100,628
53023,204,-60,-176
53025,-44,-56,20
53027,-8,-24,288
53029,-88,36,-4
53031,20,48,-140
53033,-96,-56,-112
53045,12,96,124
53047,116,148,72
53049,-76,-12,104
53051,-136,4,-168
53053,-28,92,-220
53055,56,12,12
53057,40,-60,-4
