T,X,Y,Z
3365,44,24,128
3367,96,-60,-64
3369,-44,-16,12
3373,-20,-52,0
3375,-28,-28,64
3377,12,-64,40
3379,-32,-96,-76
3381,-32,-104,-28
3383,12,-76,-72
3395,-284,32,-312
3397,-240,20,596
3399,-116,96,-244
3401,1188,184,-1296
3403,-992,-1140,212
3405,528,688,-1396
3407,-1436,-36,2576
3419,-308,-128,724
3421,-760,276,952
3423,252,-80,224
3425,660,8,180
3427,160,-40,-448
3429,-92,-320,-800
3431,-192,-340,-276
3433,-76,276,160
3445,-76,12,-580
3447,300,472,-16
3449,52,260,740
3451,-24,-240,340
3453,-260,-272,588
3455,-168,-40,-264
3459,120,116,-348
3461,192,24,236
3463,-160,-208,380
3475,352,232,-3244
3477,-528,-92,460
3479,-24,-20,-204
3481,-108,-104,-464
3483,332,16,-748
3485,52,-64,-1044
3487,-212,0,464
3489,36,-32,296
3501,-236,-20,368
3503,-144,80,-112
3505,36,152,-92
3507,152,204,-164
3509,4,-128,64
3511,16,-80,188
3513,152,16,-12
3515,-140,48,-172
3527,-44,-8,-100
3529,32,72,140
3531,36,-8,496
3533,76,-104,396
3535,128,-108,80
3537,116,12,-284
3539,-56,-68,-96
3541,72,-100,-68
3543,48,48,188
3547,68,20,76
3559,-120,84,-120
