T,X,Y,Z
57329,80,60,-144
57331,52,-84,132
57333,120,-124,56
57335,-32,4,0
57337,52,20,-8
57339,20,80,124
57351,56,0,-20
57353,56,44,-24
57355,16,-72,72
57359,8,-32,-72
57361,1016,276,-748
57363,-1168,-496,-688
57365,400,516,236
57367,-220,-236,-20
57369,156,-20,372
57371,-164,136,-92
57383,-392,184,1056
57385,844,684,192
57387,380,-608,-112
57389,-384,-532,-2504
57391,-868,356,1400
57393,-436,332,2684
57395,780,-148,-1188
57407,148,460,616
57409,456,-316,20
57411,16,-252,-16
57413,-604,-92,-1168
57415,-228,-128,100
57417,188,152,-288
57419,384,388,160
57421,136,60,696
57433,136,56,376
57435,-204,-160,344
57437,-336,-300,776
57439,76,140,-900
57443,388,116,-264
57445,92,-96,228
57447,-440,-400,768
57449,-200,600,-3720
57451,-240,-460,980
57463,40,188,684
57465,88,244,-1148
57467,448,4,-324
57469,-116,-124,620
57471,68,-120,-716
57473,-140,-108,-60
57475,-32,236,576
57477,76,236,-48
57489,96,-12,216
57491,52,-24,36
57493,80,-216,92
57495,88,-124,-248
57497,-72,56,-204
57499,-100,-28,88
57501,0,88,208
57503,20,20,236
57505,-24,-76,192
57517,4,-48,108
57519,-32,-36,136
57521,0,-48,-168
