T,X,Y,Z
43494,-52,-36,132
43496,-52,84,12
43498,72,-8,80
43500,-64,-4,4
43502,-28,8,-24
43504,12,-24,84
43516,-28,-12,152
43518,24,-32,96
43520,48,-32,156
43522,-104,-68,64
43524,884,296,-1416
43526,-1236,-396,-80
43530,-368,-196,1252
43532,252,96,-508
43534,-92,-24,880
43546,808,1124,-1284
43548,440,-796,460
43550,364,-436,-2972
43552,-1436,164,292
43554,-168,320,3808
43556,432,-176,-1360
43558,928,148,-1668
43570,624,-304,-92
43572,-76,-168,288
43574,-384,-60,-872
43576,-412,-308,-12
43578,308,88,-328
43580,260,432,-188
43582,28,208,868
43584,-20,-500,912
43596,-100,4,484
43598,-328,-292,620
43600,-64,4,-200
43602,152,148,-512
43604,232,224,-88
43606,188,-148,596
43608,84,-76,44
43612,-340,-176,-368
43614,-80,216,-932
43626,-92,284,-1036
43628,-300,92,-232
43630,308,-72,356
43632,-12,-104,-896
43634,100,-44,-540
43636,-384,4,788
43638,80,244,-900
43640,44,100,124
43652,8,-76,372
43654,164,92,124
43656,28,-108,-96
43658,-52,-68,-216
43660,-116,-32,-132
43662,8,112,-228
43664,16,40,396
43666,84,8,248
43668,96,-136,72
43680,20,-80,292
43682,-12,-52,96
43684,-52,72,-52
43686,-72,132,184
