T,X,Y,Z
57057,52,0,140
57059,44,24,12
57061,48,-60,84
57063,-28,60,72
57065,-52,-4,-156
57067,12,-28,32
57079,-44,-36,120
57081,44,-48,-12
57083,56,-64,-48
57085,-80,-12,0
57087,712,232,-1564
57089,-1328,-280,-248
57091,640,264,-292
57093,-396,-132,96
57105,136,620,-1772
57107,-140,-540,1012
57109,-140,160,692
57111,384,780,-164
57113,216,-384,288
57115,524,-128,-2240
57117,-872,120,-352
57129,36,-448,-964
57131,-180,584,708
57133,-76,352,592
57137,136,8,408
57139,-264,-176,-648
57141,-404,-236,-232
57143,0,-48,-356
57145,368,264,-776
57147,104,176,488
57159,212,104,404
57161,-60,52,-304
57163,-132,-172,492
57165,-192,-164,96
57167,368,148,-1172
57169,-888,-80,640
57171,960,416,-3396
57173,-64,-196,1748
57185,108,-32,-216
57187,-244,-88,-128
57189,136,92,96
57191,-276,88,72
57193,96,68,-788
57195,188,80,140
57197,-156,56,364
57199,-76,-188,-332
57211,-40,-156,-196
57213,-100,-8,140
57215,-32,-80,-20
57217,96,60,-372
57221,0,-160,184
57223,-48,-4,-416
57225,-184,-4,-180
57227,-52,64,-12
57229,-64,136,292
57231,64,60,56
57243,-20,-68,-28
57245,68,28,-88
57247,36,20,-120
57249,40,48,-96
