T,X,Y,Z
58711,48,96,-24
58723,-92,48,16
58725,-80,-156,52
58727,72,-36,12
58729,4,4,-4
58731,76,0,112
58733,76,100,-20
58735,8,-60,-132
58747,140,76,-152
58749,48,-4,116
58751,32,-100,412
58753,136,68,-128
58755,1196,404,920
58759,-732,240,1016
58761,8,364,-72
58773,-52,280,428
58775,-8,168,-664
58777,208,76,-464
58779,112,-52,456
58781,-64,-100,-448
58783,-372,-192,-76
58795,-200,-124,-12
58797,-632,-48,-368
58799,-52,184,-16
58801,44,-48,-292
58803,-408,-332,192
58805,-588,-160,296
58817,-156,124,224
58819,540,32,152
58821,404,-92,-188
58823,-36,-164,-88
58825,-364,124,140
58837,-176,-256,120
58839,-192,-200,44
58841,104,-96,-324
58843,336,200,364
58845,216,92,540
58847,56,-32,-308
58859,96,-92,228
58863,-156,44,80
58865,28,-116,-124
58867,124,64,160
58869,44,80,88
58871,-44,44,-12
58883,-16,-64,140
58885,124,60,-104
58887,-96,-20,76
58889,132,8,76
58891,196,-36,112
58893,28,40,32
58895,-96,24,0
58907,-28,72,64
58909,40,4,-108
58911,80,28,28
58913,84,-48,8
58915,40,12,44
58917,-108,-20,-12
58929,-44,-28,212
58931,-4,20,-20
58933,-36,76,-188
