T,X,Y,Z
6966,152,8,-36
6968,0,48,20
6970,-20,16,-8
6972,20,48,-176
6974,88,-32,-44
6976,72,-36,-20
6988,112,-24,-12
6990,-72,12,28
6992,24,32,96
6994,676,224,12
6996,4,-32,-488
6998,-1188,-424,356
7002,976,24,340
7004,1512,-96,636
7016,2252,-476,480
7018,1988,36,296
7020,284,320,328
7022,-1376,360,-448
7024,-1308,120,868
7026,56,-80,-248
7038,248,-164,576
7040,644,52,-376
7042,256,192,-180
7044,-236,92,-212
7046,-368,72,-192
7048,-480,-80,444
7060,-144,-172,-48
7062,-48,-36,0
7064,88,124,-376
7066,60,68,-180
7068,-120,4,172
7070,-276,-160,436
7082,-12,-44,64
7084,-24,-116,12
7086,-64,12,-404
7088,-144,52,140
7090,68,-16,-176
7092,52,-36,-48
7094,-296,-76,220
7098,24,192,-28
7110,164,476,-2624
7112,176,-204,1128
7114,256,28,1488
7116,384,312,912
7118,136,36,1204
7120,-216,-244,-80
7132,76,-104,8
7134,140,-52,4
7136,132,-156,456
7138,36,-56,456
7140,64,8,212
7142,384,124,240
7144,276,36,340
7156,56,0,140
7158,-16,-72,180
7160,-12,-72,108
7162,40,32,-380
7164,52,120,-316
7166,4,16,336
7168,100,-40,372
