T,X,Y,Z
52773,8,28,-136
52775,68,-32,-48
52781,12,20,12
52783,-36,-72,0
52785,76,92,-40
52787,0,20,24
52789,-28,-48,84
52791,-84,88,-84
52793,-56,20,72
52795,-56,-52,0
52807,-416,-64,940
52809,720,216,-44
52811,232,-44,92
52813,-672,-188,-204
52815,864,336,-84
52817,-396,-244,64
52819,432,240,-1052
52821,816,-400,-140
52833,544,-204,120
52835,-64,-152,-1144
52837,-464,56,260
52839,-380,172,1620
52841,264,-104,24
52843,104,28,-1232
52845,88,176,444
52857,236,-116,52
52859,-304,-92,-372
52861,-268,-176,-456
52863,0,-64,156
52870,112,-316,424
52872,-144,-76,-396
52874,-84,24,104
52876,176,-20,-64
52878,120,12,556
52880,144,8,-428
52882,-184,-220,484
52884,-284,-136,28
52896,-824,160,-3028
52898,-600,-68,-532
52900,1008,128,324
52902,-872,-116,-500
52904,440,344,-456
52906,-456,-124,2068
52908,328,84,-1504
52920,-256,32,148
52922,-132,-256,68
52924,244,180,-296
52926,-120,0,-568
52928,88,-140,76
52930,32,-116,684
52932,224,84,-316
52934,-144,60,8
52946,-100,156,8
52948,-16,56,248
52950,24,20,148
52952,-8,-36,40
52959,-76,8,156
52961,88,80,24
52963,108,92,92
52965,48,-24,-8
