T,X,Y,Z
43765,-32,-60,-168
43767,-88,-12,-32
43769,60,8,64
43771,-4,64,48
43773,-32,80,72
43785,16,0,4
43787,28,28,-104
43789,72,56,156
43791,-116,-32,108
43793,-72,-120,120
43795,552,-100,-1128
43797,-32,792,696
43799,-108,-340,376
43803,280,284,-116
43805,-200,44,100
43817,-476,172,-356
43819,-108,208,-56
43821,-244,-136,336
43823,44,-40,0
43825,24,172,80
43827,140,-44,436
43829,-12,-164,-596
43831,-80,-76,212
43843,12,-156,24
43845,-120,100,340
43847,-68,144,336
43849,152,56,-92
43851,40,-24,76
43853,-100,0,-384
43855,-288,4,60
43857,-96,36,-32
43859,-44,56,124
43871,252,228,176
43873,24,-40,-392
43875,196,8,544
43877,-160,-60,-660
43879,112,-104,44
43881,-148,-120,296
43883,180,304,-488
43885,-76,76,220
43889,-304,-84,8
43891,-696,92,-24
43903,-528,8,1084
43905,84,180,320
43907,240,-8,1168
43909,196,-108,-784
43911,740,184,24
43913,-520,-260,1268
43915,88,-256,-940
43927,-336,24,-164
43929,64,-72,232
43931,136,36,252
43933,-28,-8,-408
43935,-64,-48,252
43937,-196,-128,220
43939,132,12,-448
43941,-88,4,-36
43953,68,80,-268
43955,-12,20,-172
43957,52,92,-36
