T,X,Y,Z
64775,12,64,60
64777,20,32,-24
64779,32,-20,-76
64781,-32,32,68
64783,-40,48,92
64785,-52,12,76
64787,-36,56,60
64789,4,96,32
64791,24,32,-28
64803,24,-112,68
64805,484,-268,-976
64812,944,476,-868
64814,-784,-252,352
64816,304,60,280
64818,152,36,312
64820,88,-148,-1204
64822,-232,76,-48
64824,-80,76,1028
64836,272,200,604
64838,-4,132,288
64840,196,-260,-960
64842,-208,-148,68
64844,-244,160,500
64846,-68,-180,-180
64848,328,-76,-292
64850,208,120,-60
64862,244,-108,-48
64864,-48,84,-268
64866,-288,-32,36
64868,-116,-88,100
64870,8,76,-120
64872,96,236,52
64874,164,4,160
64876,-100,-180,148
64888,280,-96,-232
64890,-320,-168,340
64892,188,12,-132
64899,-220,-128,-156
64901,-104,-40,432
64903,-132,-136,28
64905,240,108,-172
64907,-20,128,-164
64909,284,-32,-40
64911,48,-140,-268
64923,-220,-288,1012
64925,-148,-172,-2388
64927,96,364,-1052
64929,-444,132,1472
64931,520,56,-1712
64933,-216,-272,764
64935,604,136,-72
64947,240,-88,-80
64949,-136,-28,-504
64951,-28,-60,-16
64953,8,88,388
64955,344,208,-140
64957,-272,-40,264
64959,64,-60,416
64961,-140,-136,-344
64973,-88,24,-80

