T,X,Y,Z
62371,32,32,-12
62373,48,-44,88
62375,-12,-36,-16
62377,-12,-88,-68
62379,24,32,88
62381,-12,52,144
62393,80,-88,-24
62395,-4,12,8
62397,40,8,-76
62399,12,12,312
62401,616,-140,-836
62403,-904,268,-368
62405,72,-184,984
62407,540,256,-228
62409,-528,-64,252
62421,148,-152,300
62423,-724,-28,-920
62432,204,264,1108
62434,24,-184,-768
62436,-172,-176,-420
62438,-288,156,1416
62440,-40,-104,120
62442,240,-256,-876
62454,56,64,-272
62456,184,-96,60
62458,-68,16,-312
62460,-276,-4,-324
62462,-140,-92,-40
62464,164,108,152
62466,84,184,-68
62468,52,84,176
62480,60,-56,-180
62482,-40,-88,-20
62484,-124,-120,60
62486,-56,-52,-264
62488,96,152,136
62490,252,24,140
62492,-120,-24,28
62494,4,44,276
62506,-68,32,164
62508,-516,-16,644
62510,28,460,-392
62512,716,-16,1816
62514,-36,-304,3740
62521,-856,-100,-612
62523,392,320,-336
62525,-288,-40,880
62527,564,8,-1296
62529,-308,-72,-120
62531,-36,100,188
62533,-156,44,36
62545,-164,-48,-292
62547,0,16,212
62549,40,-16,556
62551,176,44,28
62553,-72,-104,252
62555,-128,-72,-112
62557,0,20,-592
62559,-116,-20,-352
62571,-72,96,-24
