T,X,Y,Z
48016,40,-32,80
48018,24,56,-32
48020,48,-12,-164
48022,-36,96,80
48024,-64,96,-20
48036,-8,-8,52
48038,-24,16,-16
48040,76,76,116
48042,-24,-108,-24
48044,104,48,140
48046,772,108,-1104
48048,-800,-88,628
48050,400,100,-1264
48062,-80,-24,-52
48064,-180,76,720
48066,-100,-56,-320
48072,-196,-164,516
48074,-280,-20,344
48076,84,92,-152
48078,-260,-144,324
48080,28,72,232
48082,116,-112,52
48094,144,-56,84
48096,52,-8,-40
48098,-72,-148,-112
48100,-56,40,76
48102,-80,176,164
48104,-20,32,92
48106,-68,92,0
48108,-4,-56,28
48110,-116,-96,-332
48122,-44,0,-64
48124,68,-68,316
48126,112,88,-304
48128,180,64,-108
48130,40,-60,52
48132,8,4,76
48134,-196,-128,176
48136,-28,8,132
48138,24,60,-136
48150,36,84,-64
48152,76,-48,-236
48154,88,-16,652
48156,284,-476,9300
48163,-864,-276,1336
48165,412,64,-2872
48167,-440,24,1036
48169,-68,60,-480
48171,420,-24,-472
48173,-332,-196,284
48175,528,216,56
48187,100,-68,-252
48189,-68,8,28
48191,-104,-72,-64
48193,36,28,376
48195,228,60,-240
48197,-92,-12,140
48199,236,-104,576
48201,-136,-136,144
48213,-32,-124,40
