T,X,Y,Z
36169,56,40,-84
36181,76,4,24
36183,4,20,-88
36185,12,-28,-48
36187,-32,12,-28
36189,8,52,88
36191,84,64,-84
36193,176,8,48
36195,48,12,-12
36197,100,-24,36
36209,452,-88,-1032
36211,-844,568,112
36213,32,-240,1372
36215,120,88,-216
36217,280,136,152
36219,-448,-156,-740
36221,652,212,1308
36223,100,-172,-1308
36235,-392,-268,64
36237,188,308,-680
36239,492,-204,-300
36241,-200,-92,-484
36243,-484,56,-312
36245,-152,16,2028
36249,148,-136,-1196
36251,376,172,640
36253,-320,-180,-500
36265,-288,8,-524
36267,-360,-184,-700
36269,-108,40,284
36271,280,284,152
36273,-428,-192,360
36275,684,-8,656
36277,-620,-124,-700
36289,-264,-144,124
36291,200,-28,160
36293,-72,0,-80
36295,544,44,-516
36297,-196,16,308
36299,-144,24,708
36301,-352,-80,6020
36303,324,28,-7372
36315,-684,-28,2048
36317,680,128,-2640
36319,28,-116,600
36321,372,72,144
36323,-380,-216,-244
36325,160,16,-812
36327,148,332,400
36329,-208,72,260
36333,228,-96,-84
36345,68,-180,268
36347,-64,-32,-484
36349,20,132,-460
36351,24,68,340
36353,-184,-116,204
36355,4,124,304
36357,-132,64,12
36359,-60,-108,204
36371,-20,44,-12
