T,X,Y,Z
51206,64,16,40
51208,44,72,64
51210,-12,-20,-36
51212,24,8,-40
51214,16,56,84
51226,-8,48,-28
51228,-72,4,80
51230,-4,-12,36
51232,-48,12,64
51236,120,64,32
51238,748,-124,-828
51240,24,636,876
51242,188,-356,756
51244,-384,-156,132
51246,60,200,-768
51258,464,-160,-1792
51260,-640,-160,1380
51262,-408,416,444
51264,148,-152,612
51266,-24,-176,-384
51268,60,336,-28
51270,340,56,1000
51272,-4,-240,-1260
51284,-320,-76,-116
51286,-116,-364,-536
51288,-80,284,756
51290,-144,312,572
51292,152,-68,-488
51294,268,-200,140
51296,-304,48,-464
51308,-84,-248,-248
51310,-164,-24,-28
51312,-40,68,104
51314,120,-100,-184
51316,28,-108,-8
51320,16,-212,-36
51322,-140,-108,-28
51324,56,132,-108
51326,124,112,-48
51328,-248,-100,-28
51340,-136,148,-592
51342,260,-44,184
51344,-256,-12,608
51346,-132,-96,-312
51348,-264,44,-188
51350,500,460,220
51352,224,-184,-344
51364,56,328,1016
51366,968,-144,884
51368,-1020,-404,584
51370,652,548,-616
51372,-460,-180,2152
51374,548,-108,-3236
51376,132,-44,564
51388,280,-264,252
51390,68,8,-100
51392,-8,60,-980
51394,-248,-136,348
51396,148,216,356
51398,-48,200,-224
