T,X,Y,Z
58902,-60,-36,-100
58904,-44,8,196
58906,-20,-24,80
58908,0,40,12
58910,-120,-76,-172
58912,36,48,-12
58924,8,40,68
58926,56,-80,-84
58928,52,-84,96
58930,-36,24,72
58934,384,68,608
58936,28,-44,592
58938,-128,-4,-216
58940,116,44,888
58942,-252,-4,-164
58944,288,-116,360
58946,132,-16,436
58958,-168,600,380
58960,404,-96,-184
58962,264,-176,-828
58964,-620,160,-1220
58966,-392,128,1884
58968,-252,68,420
58970,664,44,-1548
58982,364,-100,152
58984,144,88,416
58986,-128,-160,-464
58988,-280,-264,-556
58990,4,-116,-168
58992,256,-12,-264
58994,320,100,172
58996,-16,-220,896
59008,68,4,176
59010,-220,-116,124
59012,-172,-104,644
59014,92,112,-540
59018,116,116,408
59020,212,64,132
59022,-264,104,328
59024,-484,392,84
59026,272,-44,-1920
59038,-232,152,544
59040,268,68,68
59042,252,-140,-348
59044,308,116,-540
59046,-164,-264,392
59048,8,-156,-496
59050,76,116,-52
59052,20,88,280
59064,100,212,232
59066,0,72,-200
59068,0,-32,188
59070,-32,-124,-224
59072,-28,48,-476
59074,-136,112,-140
59076,-20,-8,200
59078,-68,64,292
59090,48,-76,152
59092,-64,-60,320
59094,-20,40,-24
