T,X,Y,Z
30285,36,24,8
30287,100,0,8
30289,32,-80,16
30291,44,24,152
30293,0,4,96
30295,80,-60,-52
30307,100,-16,36
30309,-48,56,92
30311,20,16,108
30313,-12,-24,28
30315,516,-80,-920
30317,-644,-88,312
30319,376,168,572
30321,-460,-200,-252
30333,-1716,192,3756
30335,140,164,-1520
30337,292,-560,940
30341,716,340,-364
30343,388,-700,-824
30345,-420,0,-1792
30347,-800,528,1740
30349,-272,-16,2316
30351,716,-20,-1700
30363,220,152,668
30365,372,-364,196
30367,-108,-80,-420
30369,-444,-156,-684
30371,-84,-148,-120
30373,288,156,-4
30375,188,364,396
30377,48,56,996
30389,56,32,300
30391,-232,-112,448
30393,-172,-232,40
30395,36,116,-508
30397,136,128,-424
30399,52,140,132
30401,-8,-72,352
30403,-24,-40,312
30415,-284,-380,656
30417,-392,-24,1560
30419,416,92,-224
30421,-24,236,840
30425,360,-148,24
30427,-84,-48,212
30429,-296,-96,60
30431,-128,60,1336
30433,452,220,-124
30445,24,180,424
30447,16,-36,-140
30449,80,-64,-184
30451,-8,-92,-180
30453,-104,-88,-408
30455,-8,172,312
30457,248,236,332
30459,-88,16,292
30471,28,36,212
30473,4,-88,100
30475,104,-92,108
30477,-72,12,-60
