T,X,Y,Z
64557,48,24,92
64559,40,64,-28
64561,0,40,48
64563,8,24,108
64565,-28,-80,76
64567,12,-96,56
64569,76,-100,8
64581,-584,-220,324
64583,576,152,384
64585,-532,-60,-280
64587,1600,136,-2180
64589,-460,-540,-516
64591,-2108,596,2888
64593,484,-8,-2312
64605,-876,576,3116
64607,-152,136,2132
64609,1108,-144,-2688
64611,388,360,644
64613,-192,-124,1188
64615,-240,-844,-2408
64619,-8,1072,1136
64621,428,184,344
64623,320,-448,264
64635,-164,-132,1132
64637,-164,-616,496
64639,-104,-160,-576
64641,-64,256,-624
64643,108,-20,-128
64645,464,32,72
64647,-24,48,484
64659,-84,0,-488
64661,-324,-44,260
64663,-80,-52,-108
64665,-120,164,-712
64667,8,176,-800
64669,528,240,192
64671,152,-100,-588
64673,96,-220,244
64685,-28,-184,-44
64687,-172,-40,-260
64689,-40,176,172
64691,68,176,92
64693,320,-20,132
64695,232,-168,160
64697,-44,24,56
64699,-112,20,-320
64703,116,64,340
64705,12,-188,92
64717,-48,76,92
64719,56,48,220
64721,-88,-92,-32
64723,-164,-76,-444
64725,-124,8,-148
64727,4,56,68
64729,56,16,-40
64731,48,16,100
64733,-8,-44,256
64745,-36,-48,-112
64747,-72,112,-88
64749,60,56,-136
