T,X,Y,Z
55847,52,-20,92
55849,24,124,100
55851,-40,-8,44
55853,60,24,52
55855,12,20,-164
55857,60,92,-80
55859,8,28,-44
55861,84,40,-256
55873,264,64,72
55875,208,-112,156
55877,-52,60,-424
55881,696,32,-3116
55883,-1140,20,3220
55885,84,284,-952
55887,-36,-392,1036
55889,-308,40,112
55891,388,320,-424
55893,-104,-248,676
55905,-32,212,412
55907,-156,-236,-520
55909,-32,-56,-96
55911,-104,308,836
55913,-232,-20,352
55915,328,-108,160
55917,108,16,-224
55929,120,-220,388
55931,140,-104,12
55933,172,124,-168
55935,16,-108,192
55937,160,-20,-364
55939,12,-76,236
55941,76,-80,-160
55943,-84,-72,-20
55955,-260,-76,-308
55957,124,-80,-412
55959,-300,-40,-540
55961,-100,100,92
55965,80,-32,-476
55967,92,76,-204
55969,-244,0,744
55971,-4,-64,-192
55973,32,-76,132
55975,168,180,84
55987,208,-44,316
55989,-8,88,128
55991,-48,-80,220
55993,-48,-52,264
55995,80,8,-180
55997,-140,-12,-288
55999,28,56,-88
56001,-40,-32,92
56013,108,100,252
56015,-76,-88,152
56017,-196,-80,-104
56019,-72,36,-72
56021,-52,24,-312
56023,-44,-20,4
56025,56,32,-8
56027,12,32,104
56029,-112,36,112
