T,X,Y,Z
51688,88,-12,-4
51690,32,-132,64
51702,0,-60,-52
51704,-28,-56,-32
51706,12,-24,-48
51708,-40,-76,-44
51710,-4,4,40
51712,-100,-40,-8
51714,-60,56,-24
51716,-72,64,-188
51728,632,180,464
51730,-488,-304,-376
51732,204,176,800
51734,-244,108,-940
51736,292,-92,560
51738,1324,-80,-4396
51740,-932,-328,2788
51752,520,-544,-1452
51756,-692,292,2344
51758,-388,-48,940
51760,904,172,-1732
51762,84,304,984
51764,-316,-76,172
51766,36,-800,-1492
51778,-312,-240,-620
51780,-156,-212,-316
51782,292,180,-376
51784,164,372,400
51786,12,-232,1032
51788,120,-508,228
51790,-124,-96,-308
51792,16,140,-64
51804,32,-60,-144
51806,200,232,-860
51808,172,-40,260
51810,136,-40,400
51812,24,116,92
51814,-644,56,1120
51816,760,388,-3556
51818,-360,-236,752
51830,176,128,184
51832,112,24,-324
51834,340,40,-312
51836,-172,-116,76
51840,68,140,-68
51842,-92,152,520
51844,124,-204,-180
51846,320,-240,88
51848,68,-64,-248
51860,-24,-264,-192
51862,48,-16,-428
51864,-88,56,48
51866,-8,28,352
51868,-20,84,364
51870,-8,48,124
51872,-64,116,104
51874,-104,-4,-124
51876,0,104,-380
51888,-88,44,52
51890,40,64,160
