T,X,Y,Z
23478,56,-32,-56
23480,24,-8,104
23482,60,4,52
23484,68,60,-112
23486,72,72,80
23498,-8,4,16
23500,0,12,76
23504,12,188,-136
23506,0,84,-100
23508,84,-44,-44
23510,500,252,-1476
23512,-516,-412,544
23524,-1952,600,860
23526,2440,316,2836
23528,3964,-728,1288
23530,1928,-332,-384
23532,-1420,580,-320
23534,-2980,880,-924
23546,-1172,-36,-112
23548,-344,-396,424
23550,660,-80,184
23552,560,212,-224
23554,136,428,-784
23566,396,28,-780
23568,332,100,-172
23570,-288,88,448
23572,-440,-32,32
23574,-144,-24,-160
23576,180,180,-508
23588,296,136,-756
23590,-120,-76,-120
23592,-84,-124,700
23596,756,-44,264
23598,844,388,-1252
23600,-680,324,908
23602,-1108,-124,-444
23614,-196,48,1860
23616,-136,-24,280
23618,224,-24,-912
23620,464,184,-44
23622,-120,336,-312
23634,-88,-4,352
23636,-136,-68,60
23638,-156,-32,-256
23640,-160,36,284
23642,172,-32,192
23644,280,96,-416
23656,80,100,-260
23658,-120,40,-28
23660,-128,-120,308
23662,-116,-40,180
23664,432,172,232
23666,404,112,-28
23678,200,88,188
23680,36,-68,168
23682,-100,20,172
23684,76,-4,148
23686,76,64,-216
23688,-40,80,-324
23692,-28,4,40
