T,X,Y,Z
24476,128,-8,-108
24478,-60,64,-32
24480,52,8,-4
24492,40,24,16
24494,72,-48,156
24496,128,-16,60
24498,12,12,-4
24500,4,12,24
24502,-8,44,-12
24504,52,28,36
24516,396,104,1204
24518,548,84,856
24520,932,-92,80
24524,-1920,120,1032
24526,-2380,-104,-1608
24528,-152,-464,132
24530,2736,-136,872
24542,1340,-196,-136
24544,1264,-304,-264
24546,332,136,188
24548,-204,228,-100
24550,-660,-16,384
24562,-228,144,236
24564,68,-100,404
24566,300,76,152
24568,100,124,92
24570,56,-44,-172
24572,-72,24,-88
24584,116,-64,564
24586,-92,-88,100
24588,-256,12,-12
24590,-232,88,-232
24592,-180,76,-172
24594,252,64,288
24606,-124,140,392
24608,-136,204,-76
24610,-44,-28,756
24612,140,-12,-552
24614,196,-96,-144
24621,140,-80,148
24623,48,68,-612
24625,-204,56,-408
24627,-100,280,-8
24639,-100,-112,-88
24641,40,-64,-260
24643,20,-80,-180
24645,-40,48,-232
24647,104,-56,308
24649,-28,-88,68
24661,16,92,40
24663,-28,-80,124
24665,56,-32,256
24667,132,28,200
24669,248,140,-192
24671,-84,180,-76
24683,100,4,20
24685,-40,-112,128
24687,144,32,44
24689,84,44,-132
24691,12,12,-204
