T,X,Y,Z
34505,24,56,8
34507,40,16,-20
34509,56,48,-72
34511,16,-12,-128
34513,-52,-80,-16
34515,36,-32,36
34517,16,-4,-72
34529,40,44,64
34531,32,-20,40
34533,544,-72,-396
34535,388,492,808
34539,-192,-4,224
34541,812,296,596
34543,1136,-84,600
34555,1424,-20,-380
34557,-1348,252,-540
34559,-2272,732,-1220
34561,-1520,224,-652
34563,568,-524,1572
34575,288,-92,440
34577,648,252,212
34579,424,488,-836
34581,-364,76,-520
34583,-548,-196,352
34585,-220,120,548
34597,-220,56,-92
34599,-4,-44,-88
34601,104,36,-368
34603,300,132,112
34605,76,112,304
34607,-264,-228,580
34619,-272,-76,472
34621,136,-64,264
34623,368,144,100
34625,292,52,-80
34627,244,-20,292
34629,736,324,484
34633,-376,296,-1268
34645,-100,360,268
34647,-240,64,60
34649,72,48,-812
34651,68,-120,596
34653,152,76,76
34655,36,88,-252
34667,8,-40,-16
34669,208,4,-216
34671,-4,44,280
34673,-172,32,232
34675,96,56,320
34677,144,104,-380
34679,-68,-56,-148
34691,184,-8,152
34693,-124,-104,-132
34695,-128,-36,96
34697,-208,108,-124
34699,92,40,-200
34711,108,-32,140
34713,92,24,-168
34715,12,52,64
34717,-72,36,84
