T,X,Y,Z
34992,-8,20,28
34994,116,112,-120
34996,12,64,-8
34998,8,-44,-132
35010,76,0,128
35012,32,-44,4
35014,64,-36,80
35016,36,4,-108
35018,120,72,-24
35020,56,-8,-28
35032,500,224,-648
35034,740,-108,832
35036,1044,-124,52
35038,-792,76,-4064
35040,-2680,132,-1420
35044,1276,-192,1556
35046,3552,-64,-516
35058,1716,-308,-216
35060,1132,-32,-348
35062,-132,288,276
35064,-832,72,252
35066,-388,-188,156
35078,-24,28,376
35080,132,60,196
35082,340,16,-112
35084,384,44,-40
35086,180,68,48
35088,-220,20,176
35100,-296,-140,628
35102,-168,-68,172
35104,124,216,-456
35106,104,88,-212
35108,4,-60,-404
35110,-84,-40,216
35122,-364,8,252
35124,-28,180,44
35126,344,40,120
35128,368,-196,116
35130,676,196,-120
35132,92,-160,-864
35144,204,224,240
35146,-244,112,388
35150,272,40,104
35152,72,-20,-868
35154,-4,120,-56
35156,-340,-12,192
35158,48,8,-228
35170,148,4,-192
35172,152,104,-80
35174,-184,96,-44
35176,-140,84,-48
35178,-36,52,0
35180,96,-68,344
35192,160,48,-80
35194,4,-28,244
35196,92,72,200
35198,196,28,140
35200,88,-32,104
35202,-8,-24,68
35204,128,8,-200
