T,X,Y,Z
6994,-108,-72,96
6996,-28,-32,88
6998,24,0,96
7000,24,12,-100
7012,48,-8,116
7014,100,28,-72
7016,112,-8,140
7018,-20,12,0
7022,-20,-8,-88
7024,-56,112,56
7026,596,396,-1596
7028,-680,-336,1928
7040,-360,-96,1540
7042,-32,-52,-440
7044,876,784,-4364
7046,-924,-464,3008
7048,660,-492,2396
7050,736,332,-152
7062,52,-80,-1196
7064,-300,-324,488
7066,228,120,1132
7068,456,216,-1324
7070,-612,-236,440
7072,-8,8,348
7084,36,-32,900
7086,92,124,-296
7088,116,224,-160
7090,248,44,-96
7092,-128,-280,600
7094,-100,-140,416
7106,-20,-80,396
7108,184,56,12
7110,140,140,-468
7112,-200,-68,-116
7114,64,-96,-16
7116,-52,20,120
7120,52,72,-152
7122,-72,88,-292
7134,-56,-120,-136
7136,-52,-176,-4
7138,348,88,-216
7140,-240,-168,1052
7142,48,-104,-224
7144,424,392,600
7156,316,-152,-1276
7158,-32,40,268
7160,-192,60,532
7162,416,52,100
7164,-256,-104,200
7166,20,52,128
7178,-116,-164,448
7180,148,40,-80
7182,264,16,-52
7184,-136,-100,360
7186,24,-136,-228
7188,-20,12,212
7200,8,-76,40
7202,-8,32,-200
7204,-100,20,-268
7206,52,-44,-144
