T,X,Y,Z
12207,48,64,-4
12209,92,52,-20
12211,124,0,20
12213,12,28,-32
12215,-80,40,-52
12219,0,-16,-28
12221,88,60,-28
12223,-20,-4,8
12235,0,-68,-8
12237,24,-24,-28
12239,352,288,-2268
12241,-588,-344,2364
12243,632,-40,-108
12245,-216,292,-48
12257,92,48,-300
12259,-32,8,560
12261,192,8,212
12263,272,404,-4756
12265,-936,-444,3732
12267,876,-24,16
12279,140,-76,-672
12281,136,4,-616
12283,-212,-248,760
12285,68,-52,244
12287,188,-72,-304
12289,-324,80,252
12301,-168,-100,368
12303,-4,44,-44
12305,-64,-76,-48
12307,-176,-24,-48
12309,-20,-8,28
12311,-20,32,352
12315,-44,96,-240
12317,60,-24,-40
12329,88,72,-12
12331,-84,-92,32
12333,-8,44,-428
12335,12,-8,48
12337,-28,-76,36
12339,92,48,-160
12351,376,124,-620
12353,-232,-28,-28
12355,40,-52,-144
12357,116,84,-184
12359,-132,36,-680
12361,40,-140,1248
12373,-572,-140,768
12375,284,-88,216
12377,136,176,-540
12379,-240,-40,936
12381,180,-96,-128
12383,-152,36,68
12395,224,-100,160
12397,-200,-52,416
12399,116,132,28
12401,140,116,-328
12403,-144,-44,-36
12405,132,64,280
12417,20,40,184
12421,64,-48,-92
