T,X,Y,Z
27206,12,-12,112
27208,8,-100,-116
27220,4,16,-20
27222,56,-44,-80
27224,20,56,44
27226,24,-12,32
27228,-12,20,-92
27230,16,12,32
27232,-8,72,12
27244,104,0,4
27246,536,-96,-424
27248,308,56,-848
27250,-504,-352,-492
27252,-20,208,-292
27254,-384,56,84
27266,-136,228,44
27268,1500,-88,1388
27270,2092,-72,888
27272,1308,84,-220
27276,-1164,156,728
27278,-348,104,-696
27280,592,124,436
27292,312,-16,-72
27294,252,80,-240
27296,104,208,-84
27298,-160,-40,104
27300,-484,-116,-84
27302,-340,16,48
27314,12,-4,-112
27316,84,-8,-356
27318,168,120,-252
27320,-188,96,408
27322,-132,-148,488
27324,40,20,268
27336,-180,-268,124
27338,76,88,464
27340,716,168,460
27342,700,-236,336
27344,728,-32,344
27346,-16,4,-1616
27358,124,20,-1056
27360,-52,240,-16
27362,-140,148,288
27364,24,-132,-368
27366,160,-40,384
27370,-136,128,-196
27372,-168,124,272
27384,-36,-56,-112
27386,96,-24,76
27388,-48,-160,-124
27390,80,-52,180
27392,-96,-32,-252
27394,-40,-56,-136
27406,-40,76,-120
27408,60,-140,-72
27410,128,-76,284
27412,68,16,8
27414,56,92,72
27416,-80,76,-212
27418,-92,144,-188
