T,X,Y,Z
43384,12,40,160
43386,-68,-112,40
43388,-52,88,36
43390,-20,-60,-12
43392,32,64,-40
43394,-60,-32,64
43396,-12,-36,-32
43408,-32,-76,84
43410,-56,-12,16
43412,48,112,-48
43416,468,112,-692
43418,-320,-248,-592
43420,-712,-16,-8
43422,-1092,232,-892
43434,-696,796,-80
43436,1680,-28,1776
43438,2980,-212,1252
43440,1716,-364,-484
43442,-244,312,-624
43454,-136,112,-616
43456,-604,-44,104
43458,-384,-396,276
43460,252,-216,-144
43462,520,-20,-120
43464,-216,16,-532
43476,-236,92,8
43478,-132,-16,52
43480,168,0,244
43482,288,-84,364
43484,52,172,-308
43486,64,160,-416
43498,-144,60,-420
43500,-396,-144,-292
43502,-728,-220,-308
43504,-500,-240,-80
43506,876,64,-160
43510,176,-20,-128
43512,-604,44,-1708
43524,-264,68,-176
43526,-20,308,184
43528,136,0,1148
43530,464,-24,-540
43532,196,56,-464
43534,-136,164,428
43546,-308,-32,340
43548,-348,-72,-224
43550,-156,-36,-216
43552,168,-8,-12
43554,156,-52,-344
43556,32,-4,-52
43568,32,-28,-160
43570,-120,0,88
43572,-88,-48,-160
43574,52,-8,128
43576,252,60,168
43578,96,84,92
43590,140,-60,12
43592,52,-8,148
43594,48,64,0
43596,104,76,104
