T,X,Y,Z
23766,-12,-16,-96
23768,-8,36,16
23770,-64,68,104
23782,-32,68,8
23784,-84,32,-24
23786,-8,4,-48
23788,28,4,124
23790,-16,36,-76
23792,112,-32,68
23794,28,-64,20
23806,372,144,-728
23810,12,-36,988
23812,204,-148,-12
23814,-208,-24,-40
23816,648,236,1372
23818,-160,156,-3748
23830,908,-132,-12
23832,-2188,36,-1488
23834,-3032,244,804
23836,-360,372,-616
23838,1948,-80,28
23850,820,-216,252
23852,1208,112,-256
23854,164,168,-216
23856,-892,276,-396
23858,-1068,-24,32
23860,-244,-192,72
23872,172,-88,28
23874,348,56,-160
23876,240,36,-228
23878,-44,20,-92
23880,-420,-188,216
23882,-212,-44,404
23894,-212,-172,196
23896,48,-16,88
23898,216,64,-36
23900,180,32,-212
23904,-416,-100,172
23906,-388,72,-292
23908,-252,8,-172
23920,1128,-208,272
23922,-484,104,-3732
23924,-720,196,-236
23926,-920,-192,3180
23928,180,288,824
23930,1284,284,2196
23942,280,-200,-732
23944,592,108,904
23946,36,160,-596
23948,-160,28,240
23950,-428,-252,344
23962,-124,8,108
23964,104,152,100
23966,112,104,-84
23968,184,124,572
23970,-68,48,-64
23972,-324,-120,52
23984,56,-152,-24
23986,88,-100,-96
23988,184,92,8
