T,X,Y,Z
45785,0,64,-16
45787,40,-32,-60
45789,-28,-100,112
45801,40,8,0
45803,28,32,-40
45805,60,-28,16
45807,-20,-32,-20
45809,-24,64,-64
45811,20,-48,116
45813,-36,108,-8
45825,172,12,-584
45827,-8,-108,-312
45829,100,-276,308
45831,-92,-36,20
45833,-644,116,64
45835,56,220,600
45847,-1372,-628,832
45849,252,-92,-808
45851,528,416,-1012
45855,116,-364,-92
45857,-44,140,-632
45859,-332,192,-188
45871,80,24,280
45873,84,-284,292
45875,184,-100,-88
45877,72,176,-268
45879,-112,180,-224
45881,4,-8,56
45893,36,-84,108
45895,-132,-24,284
45897,-228,32,-184
45899,-4,-20,-372
45901,160,-8,-244
45903,168,-88,-76
45915,-244,-32,-76
45917,-304,-76,40
45919,-60,140,232
45921,4,120,-128
45923,-256,-180,-104
45925,40,-52,332
45937,72,84,228
45939,-300,100,1092
45941,-432,140,-668
45943,-188,-20,-756
45945,408,-60,540
45949,52,92,512
45951,-140,-20,492
45963,-144,12,348
45965,-108,80,336
45967,144,12,-128
45969,216,28,316
45971,164,4,140
45973,88,36,384
45985,-244,-4,20
45987,-204,40,404
45989,-24,-68,228
45991,112,8,8
45993,-8,-68,68
45995,-40,-76,-92
45997,-8,-12,-132
