T,X,Y,Z
56800,56,-52,-48
56802,4,60,36
56814,24,-12,-8
56816,12,28,20
56820,32,32,-36
56822,48,-28,28
56824,-108,-24,132
56826,108,-20,60
56828,0,8,-64
56830,-4,-20,4
56842,212,96,408
56844,-632,40,1032
56846,-892,-44,-136
56848,316,-56,-236
56850,1212,-124,236
56852,812,-8,-240
56864,1488,-148,528
56866,688,88,-876
56868,-288,148,64
56870,-932,4,480
56872,-32,220,204
56874,636,64,-836
56886,384,-120,-56
56888,320,160,-368
56890,-196,16,-388
56892,-248,0,40
56894,-116,-40,-224
56896,-276,-128,212
56908,-116,60,132
56910,-32,168,-484
56912,-48,12,-416
56916,48,-216,548
56918,-20,-48,-56
56920,-116,64,48
56922,-180,120,168
56934,168,-20,72
56936,96,20,584
56938,-292,-64,336
56940,-108,100,-80
56942,200,52,-132
56944,-76,-84,-676
56956,360,-28,-668
56958,176,-140,-8
56960,-96,-196,-232
56962,-136,100,724
56964,-60,104,-448
56966,156,120,-216
56978,12,52,-376
56980,12,60,0
56982,-60,-132,12
56984,-8,-216,32
56986,-8,124,524
56988,212,128,-260
57000,80,200,8
57002,124,-8,60
57004,4,-96,80
57006,-160,16,16
57008,52,-28,-252
57010,76,144,-84
57014,80,24,-132
