T,X,Y,Z
33689,-16,8,-36
33691,48,16,164
33693,32,44,12
33695,0,52,112
33697,-56,-44,-12
33709,48,8,8
33711,-12,-52,-68
33713,404,196,280
33715,36,92,-352
33719,-348,-100,-384
33721,-480,48,-464
33723,672,572,316
33735,540,580,-1092
33737,1196,-392,1440
33739,1868,-352,232
33741,900,216,-696
33743,-724,304,516
33745,-1128,216,980
33757,-520,-320,292
33759,208,-176,-44
33761,496,28,-348
33763,260,4,288
33765,-164,-16,-196
33767,-408,16,-160
33779,-136,-64,-52
33781,8,-8,-344
33783,80,36,112
33785,284,56,-224
33787,196,24,16
33789,-32,48,88
33801,-204,-120,144
33803,-168,-36,132
33805,-132,96,-40
33807,8,-148,196
33809,-116,-64,-184
33813,216,-164,-40
33815,240,44,80
33827,-132,68,636
33829,352,96,1644
33831,200,-72,1824
33833,268,-208,1020
33835,260,-56,392
33837,84,96,-172
33849,-252,112,-132
33851,-100,-36,-244
33853,-56,-60,-144
33855,252,64,88
33857,100,-20,-140
33859,16,-20,-132
33871,-120,96,20
33873,-164,48,120
33875,-164,-44,128
33877,64,-16,0
33879,96,8,180
33881,100,80,112
33893,96,12,-44
33895,-76,16,-100
33897,44,32,200
33899,136,24,140
33901,212,28,32
