T,X,Y,Z
28951,36,-28,-100
28953,-20,-28,56
28955,72,-88,-72
28967,108,-56,-84
28969,20,-16,-48
28971,80,-56,-156
28973,-36,48,-24
28975,24,-4,-76
28977,104,28,60
28979,28,-4,-32
28991,-236,80,632
28993,120,20,824
28995,192,132,-108
28997,-244,-96,112
28999,200,-48,-36
29001,124,252,-308
29013,276,320,-1316
29015,-356,-96,172
29017,64,-140,276
29019,204,128,136
29021,-128,-12,-196
29033,-196,-284,1880
29037,220,192,-384
29039,-300,-128,-56
29041,24,-148,-72
29043,272,116,144
29045,-264,8,360
29057,-156,-64,408
29059,-8,-8,-76
29061,32,132,-108
29063,-36,-44,-84
29065,92,20,-180
29067,-28,-80,444
29079,-40,-96,-8
29081,4,56,116
29083,-48,48,-100
29085,-52,-48,-72
29087,-120,60,-196
29089,-40,8,-84
29101,-32,8,136
29103,-8,-144,532
29105,128,128,-660
29107,-20,100,-100
29109,-44,48,120
29111,0,28,28
29123,224,184,-2036
29125,56,-180,36
29127,-424,-184,-96
29129,508,144,428
29133,-168,-168,64
29135,324,-48,-428
29137,-4,148,752
29149,-16,40,-372
29151,-124,-28,-176
29153,36,12,8
29155,-176,-60,336
29157,-112,-24,-180
29159,156,104,-420
29171,52,-48,-172
29173,-100,36,152
