T,X,Y,Z
41274,56,-8,-8
41276,100,44,124
41278,4,-48,20
41280,60,0,-20
41282,60,-36,4
41284,-56,-20,-28
41286,-4,-12,0
41298,-28,76,64
41300,-60,-32,-32
41304,-52,8,-88
41306,124,144,-680
41308,52,4,-700
41310,-228,-80,1372
41312,376,-24,68
41324,-8,116,-256
41326,144,8,608
41328,-88,-88,440
41330,264,144,-1168
41332,-112,-48,428
41334,48,-64,332
41346,372,92,688
41348,-260,208,28
41350,-172,-236,-72
41352,172,208,-380
41354,128,236,-4
41356,-308,-284,268
41368,-236,-72,472
41370,172,-72,-100
41372,-92,-88,-84
41374,112,24,-280
41376,-20,120,-248
41378,-200,-80,208
41390,-84,-24,252
41392,-32,60,164
41394,132,-12,-252
41398,-80,56,-432
41400,-40,-108,-32
41402,-156,-36,592
41404,-60,32,152
41416,16,-52,-276
41418,132,28,-88
41420,20,56,348
41422,-104,20,356
41424,-44,-68,-256
41426,32,16,-80
41438,212,120,8
41440,-668,36,-688
41442,444,-12,-1036
41444,308,76,-20
41446,-1180,104,-1580
41448,816,-120,-1412
41460,-216,172,-108
41462,356,76,-516
41464,-580,-200,328
41466,52,84,0
41468,480,20,-192
41470,-532,-116,-312
41482,160,4,-92
41484,-100,-124,328
41486,-52,-208,104
