T,X,Y,Z
44815,-12,64,-132
44817,24,20,16
44819,-68,-76,28
44831,-32,100,-32
44833,68,8,12
44835,-4,4,-56
44837,20,44,-28
44839,28,100,-84
44841,-16,28,-36
44843,160,28,-276
44855,-1856,-304,468
44857,-220,284,1108
44859,-712,300,1152
44861,660,-476,2492
44863,3052,176,-1220
44875,1268,96,-336
44877,112,12,-996
44879,-432,168,-676
44881,-588,-72,1416
44883,68,4,136
44885,352,-128,-156
44897,256,-8,-120
44899,256,224,560
44901,312,-12,-108
44903,8,52,-564
44905,-464,-92,584
44909,356,240,-588
44911,140,20,-128
44923,48,-68,-260
44925,116,128,28
44927,-124,-120,424
44929,40,-16,144
44931,104,-36,4
44933,-164,192,-276
44945,-1580,-416,-252
44947,-512,-16,-4364
44949,168,124,2168
44951,-36,-200,1272
44953,852,-400,-924
44955,-120,-164,-940
44967,72,140,844
44969,-348,44,-1264
44971,-328,-128,-284
44973,144,-64,1388
44975,340,-8,-700
44987,316,-4,-416
44989,80,76,-520
44991,40,-84,204
44993,-188,16,100
44995,-84,-28,92
44997,68,36,-88
45009,260,156,172
45013,64,-16,156
45015,-104,48,84
45017,-104,36,60
45019,120,24,-132
45021,228,144,-332
45033,140,0,220
45035,-24,208,40
45037,-80,8,144
