T,X,Y,Z
26234,-20,-8,28
26236,68,0,72
26248,56,92,80
26250,60,36,44
26252,-8,-4,36
26254,60,12,52
26256,4,48,-52
26258,84,0,-88
26260,-80,40,-140
26272,132,-8,40
26274,52,88,-1216
26276,-248,0,256
26278,-132,-44,804
26280,64,8,-60
26282,132,184,968
26294,36,-640,496
26296,1144,-164,1144
26298,1488,428,-660
26300,-24,4,-576
26302,-812,20,356
26304,-784,-20,256
26316,-356,-188,672
26318,192,-24,360
26320,336,60,-812
26322,176,112,300
26326,-288,40,-512
26328,-460,-28,448
26330,140,56,112
26342,96,100,8
26344,8,208,-240
26346,-156,36,168
26348,0,36,160
26350,24,0,276
26352,-4,4,184
26354,0,36,-220
26366,0,124,172
26368,288,-8,152
26370,172,-140,20
26372,-56,4,316
26374,-96,-124,-1216
26376,192,160,-7280
26388,688,360,80
26390,4,256,920
26392,-120,176,680
26394,-84,-228,392
26396,588,-32,784
26398,336,168,-244
26410,188,108,-252
26412,0,92,72
26414,56,52,152
26416,60,52,-416
26418,-132,-104,60
26420,132,48,284
26427,-260,-72,-184
26429,-152,-76,-76
26431,128,40,-268
26443,180,120,-176
26445,-40,40,-104
26447,36,108,-28
26449,-80,-120,-52
