T,X,Y,Z
39605,8,40,-124
39607,140,76,48
39611,84,-84,128
39623,-24,68,-132
39625,20,-40,112
39627,140,72,176
39629,88,80,20
39631,4,0,40
39633,76,-16,-24
39635,4,-44,-8
39647,304,148,-716
39649,-436,-376,560
39651,-156,16,244
39653,-524,88,-712
39655,560,232,508
39657,1852,168,352
39669,2132,224,-736
39671,-872,-52,272
39673,-1616,380,-932
39675,-1464,56,-16
39677,208,-136,764
39689,484,-88,92
39691,716,72,-492
39693,120,176,188
39695,-124,156,-776
39697,-628,-24,-228
39699,-424,-8,884
39711,-248,-96,264
39713,220,64,-432
39717,124,8,216
39719,-96,36,164
39721,-320,-120,556
39723,4,84,96
39725,60,68,-296
39737,164,-8,456
39739,1684,900,-1372
39741,672,-32,2132
39743,-1636,-928,1436
39745,-196,484,-4960
39747,156,572,784
39759,468,-252,-428
39761,388,-20,-740
39763,-224,300,-100
39765,-192,180,1272
39767,-136,-88,-1008
39779,-60,-108,-556
39781,-108,160,-48
39783,148,44,772
39785,312,120,-16
39787,136,-40,-236
39789,-196,-24,488
39801,-100,-24,288
39803,16,-16,108
39805,228,-52,-32
39807,248,132,120
39811,-92,-4,-124
39813,-20,-20,-8
39815,8,28,196
39827,40,16,-56
39829,-44,-8,-392
