T,X,Y,Z
11812,76,20,132
11814,28,44,-36
11816,-12,-80,-72
11828,52,-92,-16
11830,28,60,-16
11832,80,120,16
11834,-52,-28,8
11836,-20,48,48
11838,108,-36,8
11840,-32,-20,-52
11852,-192,-236,-5140
11854,-1316,-852,2808
11856,-1824,576,1240
11858,228,604,968
11862,1664,-492,1052
11864,-408,232,88
11876,-132,452,-912
11878,-760,196,604
11880,-368,-440,336
11882,596,-260,416
11884,452,64,772
11886,-132,380,-580
11898,192,56,-168
11900,388,-12,-656
11902,148,0,124
11904,-216,-208,1092
11906,-120,8,-376
11908,108,60,-400
11920,144,264,-652
11922,32,228,-216
11924,-356,-112,212
11926,-288,-336,136
11928,40,-56,84
11930,424,212,-80
11942,372,-216,28
11944,168,676,-3896
11946,-812,-260,1124
11948,-448,-400,260
11950,-44,-48,-2492
11962,32,-40,356
11966,408,164,-428
11968,-364,72,60
11970,-196,92,776
11972,-8,124,28
11974,36,20,456
11986,56,28,-112
11988,-40,40,-4
11990,76,188,-8
11992,-132,-72,32
11994,-128,-100,408
11996,20,4,232
12008,-20,16,-40
12010,256,0,-408
12012,164,20,-108
12014,-124,-64,328
12016,-68,-20,-104
12018,68,32,-40
12030,168,32,56
12032,108,40,-160
12034,-128,56,-244
