T,X,Y,Z
16130,72,-16,-52
16132,0,88,-120
16136,60,12,-100
16138,48,-12,-48
16140,104,-8,-72
16142,52,8,-84
16154,16,32,20
16156,52,-28,72
16158,56,8,-4
16160,60,28,28
16162,528,388,-1848
16164,-1556,-580,-2504
16176,-352,204,152
16178,3696,200,1160
16180,4752,-156,1084
16182,168,-564,-776
16184,-3380,636,-1196
16186,-3856,692,-488
16198,-1424,28,240
16200,-312,-292,1184
16202,764,28,-140
16204,484,308,-208
16206,-124,340,-556
16218,88,140,-524
16220,-356,200,-500
16222,-372,164,-48
16224,-84,-76,-80
16226,184,-208,-168
16233,-332,-192,916
16235,136,-244,324
16237,-36,-152,604
16239,564,448,20
16251,232,396,-2696
16253,-40,-956,-704
16255,-64,-80,-1532
16257,-340,492,-564
16259,-496,-96,1032
16271,24,-64,532
16273,-20,40,-524
16275,212,160,-528
16277,92,-112,516
16279,-164,-24,408
16281,244,48,456
16293,-116,-104,-180
16295,272,172,68
16297,204,-52,24
16299,60,-52,260
16301,-152,48,264
16303,16,44,-252
16315,-16,44,-144
16317,220,36,40
16319,116,-64,52
16321,-28,56,20
16323,-188,-24,-180
16325,-176,64,-192
16329,204,-16,-24
16331,256,28,336
16343,108,4,0
16345,-76,-4,96
16347,76,16,224
