T,X,Y,Z
24614,88,8,-64
24616,24,44,80
24618,12,4,24
24620,-36,12,-8
24622,-16,88,140
24624,36,-4,-36
24626,60,60,-84
24638,-8,4,104
24640,0,-92,-12
24642,568,104,0
24644,328,4,-1084
24650,-16,316,112
24652,908,-40,1096
24654,928,-276,-180
24656,720,336,296
24658,-1080,200,-2532
24670,164,116,132
24672,-1080,284,-168
24674,-812,236,-176
24676,-44,104,60
24678,600,-140,-32
24690,428,-56,-176
24692,28,140,60
24694,-184,148,-144
24696,-312,84,-544
24698,-288,-20,300
24700,-48,120,232
24712,-88,-68,-264
24714,-76,108,-224
24716,200,84,-16
24718,116,84,72
24720,-116,32,396
24722,-152,-36,-56
24734,0,-28,-164
24736,-60,88,72
24738,196,92,-64
24740,68,-16,-28
24747,344,64,140
24749,388,72,328
24751,-276,56,-108
24753,-568,144,-1592
24755,-476,48,944
24767,208,36,-540
24769,108,40,308
24771,-212,-32,-108
24773,-76,20,-140
24775,-80,68,-416
24777,-36,100,428
24789,16,-116,44
24791,296,28,8
24793,96,88,20
24795,-152,4,76
24797,-240,12,24
24799,40,68,168
24801,100,24,-20
24813,64,140,-32
24815,36,128,136
24817,-12,4,-8
24819,-44,72,36
24821,16,28,-212
