T,X,Y,Z
36237,36,104,-140
36239,104,80,0
36251,48,-48,36
36253,8,88,88
36255,8,12,-64
36257,48,28,172
36259,104,-32,-8
36261,-32,0,8
36263,48,92,-44
36275,12,-80,20
36277,464,44,-708
36279,48,148,-516
36281,-740,-192,1148
36283,192,272,164
36285,432,-64,60
36297,540,-20,-180
36299,420,-144,1228
36301,1000,116,-104
36303,360,4,-128
36305,-300,148,-240
36307,-408,124,268
36319,-248,-104,144
36321,-8,-92,784
36323,372,24,-180
36333,-32,20,36
36335,124,-44,-184
36337,8,4,96
36339,156,-16,92
36341,92,16,-64
36343,-72,-56,248
36355,-124,-16,0
36357,8,36,24
36359,36,104,-216
36361,136,0,-60
36363,-60,60,-136
36365,-168,-60,104
36377,-100,12,308
36379,116,76,100
36381,292,148,484
36383,36,-152,-984
36385,136,-228,-448
36387,-52,268,-916
36399,64,-108,220
36401,96,48,132
36403,116,208,-388
36405,-20,28,320
36407,-208,-132,-200
36409,124,68,540
36421,76,-104,88
36423,12,-16,-4
36425,-64,116,228
36427,-60,44,128
36433,-84,-72,-52
36435,-40,-12,200
36437,-36,-104,60
36439,184,-100,-256
36441,76,92,68
36453,44,-8,92
36455,80,12,144
36457,-52,52,-76
