T,X,Y,Z
3148,-100,32,12
3150,28,32,-56
3152,68,-36,36
3154,36,96,68
3161,-32,-20,24
3163,-20,4,112
3165,68,-16,32
3167,52,16,40
3169,44,40,-8
3171,100,28,80
3183,-280,532,764
3185,1108,708,540
3187,1296,-672,852
3189,-336,-712,-4180
3191,-3172,-8,-2184
3193,-2612,448,2416
3205,-2440,316,-64
3207,-648,244,1148
3209,1028,-220,-36
3211,1772,-116,-408
3213,604,32,-308
3215,-260,328,76
3227,-60,-20,-152
3229,-216,-76,128
3231,-556,92,296
3233,-228,140,-16
3235,344,60,-168
3237,536,76,484
3249,372,-4,92
3251,56,-180,608
3253,-152,-184,276
3255,-144,-8,-348
3262,-180,-132,68
3264,-108,-132,480
3266,304,-72,24
3268,660,104,0
3270,316,-16,88
3272,700,236,-764
3284,568,-152,224
3286,44,60,-152
3288,-116,196,552
3290,-148,76,-236
3292,-100,4,-172
3294,136,108,-628
3306,40,84,-12
3308,-60,-48,-124
3310,36,28,-116
3312,236,40,-380
3314,-56,20,164
3316,-128,-32,88
3328,-80,24,-40
3330,8,4,-4
3332,216,32,36
3334,132,-76,40
3336,88,-76,52
3338,28,16,20
3340,-24,96,-160
3352,124,56,28
3354,36,-48,-84
3356,128,-24,-120
