T,X,Y,Z
21875,-56,68,0
21877,92,36,-72
21889,40,-44,44
21891,64,104,-4
21893,-4,-16,32
21895,76,24,12
21897,4,-16,116
21899,-28,8,80
21901,812,144,-368
21913,1200,104,60
21915,-888,344,-1604
21917,-2340,-168,612
21919,-872,248,948
21921,516,-44,704
21923,2188,-128,744
21935,1048,-176,80
21937,924,-4,-280
21939,32,208,-556
21941,-592,76,-112
21943,-716,-268,272
21955,-516,-148,608
21957,52,132,12
21959,296,28,-212
21961,124,-104,-216
21970,-32,-52,-112
21972,672,132,120
21974,388,84,348
21976,-60,172,232
21978,-40,-64,-1340
21990,104,-84,-1888
21992,316,-52,268
21994,-296,92,-364
21996,-248,116,-68
21998,-36,8,448
22000,48,8,-724
22012,216,156,-124
22014,228,-36,-232
22016,192,-64,396
22018,40,100,-224
22020,-300,72,204
22022,-48,12,28
22034,-16,-48,-88
22036,272,72,-124
22038,248,-52,120
22040,24,-68,184
22042,-16,-96,368
22044,28,32,-52
22056,92,-40,180
22058,144,20,-176
22060,168,36,72
22062,152,-4,80
22068,4,80,-92
22070,100,64,24
22072,92,36,0
22074,16,8,-160
22076,72,-52,72
22088,0,-72,128
22090,28,-32,8
22092,24,68,8
22094,0,12,-80
