T,X,Y,Z
51783,-4,56,28
51785,64,80,48
51787,96,-24,-132
51789,24,28,12
51801,-124,-172,72
51803,116,-28,-64
51807,-232,-52,-128
51809,-72,48,260
51811,340,16,304
51813,-252,-48,-192
51815,280,168,-820
51827,132,132,484
51829,-440,-48,1124
51831,308,160,-264
51833,-156,136,936
51835,-80,-176,692
51837,300,168,-520
51849,224,152,-112
51851,-20,-224,620
51853,-124,-132,236
51855,304,108,20
51857,-24,0,-160
51859,-76,128,-192
51871,-12,4,-188
51873,72,-48,384
51875,44,-32,428
51877,-28,80,-304
51879,48,28,-40
51881,56,52,-208
51893,-76,32,-256
51895,-24,4,-188
51897,-256,-76,-144
51901,288,-48,584
51903,-356,-148,-132
51905,364,-24,-100
51907,-276,76,-256
51919,188,176,192
51921,-88,4,176
51923,-32,-136,184
51925,108,88,-592
51927,0,272,-172
51929,64,-88,500
51941,28,116,80
51943,60,-108,-48
51945,-88,-132,-124
51947,28,20,-84
51949,44,-32,-104
51951,-184,-136,12
51963,0,-12,-96
51965,12,-48,-188
51967,-28,40,44
51969,16,-16,92
51971,84,-68,-236
51973,-104,-64,-152
51985,36,24,-64
51987,152,-56,-128
51989,12,16,-72
51991,-20,52,-48
51993,-20,8,-72
51995,20,-12,32
