T,X,Y,Z
28231,-4,120,72
28243,132,8,76
28245,-28,52,28
28247,-28,-4,-12
28249,12,-56,80
28251,16,20,96
28253,8,-32,140
28255,-20,-24,-156
28267,44,28,60
28269,40,-20,68
28271,248,220,-1240
28273,-376,-16,804
28275,188,-156,412
28277,60,88,-608
28289,188,84,64
28291,28,-188,640
28293,52,144,-176
28295,280,144,-212
28297,-308,-128,272
28299,84,-144,100
28311,288,84,-64
28313,188,128,840
28315,-68,-116,-640
28317,-352,44,-832
28319,260,44,756
28323,12,-156,-700
28325,340,340,-536
28337,-184,-116,260
28339,36,64,-52
28341,72,32,-116
28343,-140,-176,160
28345,16,-8,-224
28347,212,340,-172
28359,-112,-164,496
28361,-80,68,384
28363,-40,-4,132
28365,28,-128,72
28367,72,108,-164
28369,-168,112,-152
28381,-112,-12,76
28383,-104,-56,60
28385,92,4,-136
28387,88,-132,556
28389,-104,36,-376
28391,232,312,-2592
28403,-4,-108,1216
28405,-4,-108,388
28407,-48,56,-800
28409,128,156,-128
28411,-52,4,-180
28413,48,0,-276
28425,-108,-116,124
28429,-48,168,0
28431,140,48,-164
28433,-152,-108,132
28435,-60,-216,-4
28437,60,16,-152
28449,-72,108,-80
28451,-12,24,-132
28453,124,76,-132
