T,X,Y,Z
5931,-44,-52,-84
5933,-44,-20,144
5945,-32,28,28
5947,76,-20,60
5949,100,-20,-164
5953,-28,36,-84
5955,-56,-68,-60
5957,-4,-64,48
5959,-8,12,-124
5961,16,44,-132
5973,-144,108,-560
5975,-64,-60,544
5977,152,-32,-40
5979,-76,104,36
5981,-248,-100,12
5983,-92,-4,-228
5995,488,200,-3592
5997,-288,132,980
5999,-104,-336,1952
6001,312,40,-1228
6003,-460,132,232
6005,312,-248,60
6017,-120,144,-876
6019,652,432,-44
6021,-444,-280,504
6023,-256,-228,-400
6025,332,228,92
6027,-172,40,168
6039,160,200,-448
6041,56,168,-144
6043,-32,-104,432
6045,-292,-124,360
6047,92,12,-236
6051,-240,0,-572
6053,68,-12,356
6055,16,-64,228
6067,32,-24,72
6069,64,84,-156
6071,24,20,-124
6073,40,64,-148
6075,-76,-72,180
6077,-44,-12,332
6089,64,-48,152
6091,-88,20,-112
6093,44,80,380
6095,68,76,-412
6097,-40,-44,-84
6099,32,64,340
6101,104,48,-200
6113,124,184,-628
6115,372,-72,416
6117,-712,-88,-760
6119,412,72,-1616
6121,-344,-36,144
6123,28,-52,-252
6135,52,120,-372
6137,28,36,-132
6139,56,-148,388
6141,-156,-56,-212
6143,116,160,-336
