T,X,Y,Z
40440,68,16,80
40442,-52,-76,88
40444,-32,-40,-56
40446,88,32,-12
40448,0,-32,4
40452,36,-44,32
40454,0,-20,-44
40466,8,92,-16
40468,44,-20,88
40470,-44,-28,12
40472,112,48,-404
40474,-104,4,-348
40476,-184,-172,1376
40488,-232,-92,-600
40490,32,12,612
40492,328,-56,560
40494,-448,-56,-448
40496,304,80,-1176
40498,64,4,844
40510,-176,-156,-672
40512,140,348,-988
40514,-336,-108,1408
40516,232,-180,-320
40518,24,232,40
40520,-12,64,196
40532,-276,-188,276
40534,152,224,-364
40536,168,-12,180
40538,-84,-208,64
40540,128,44,-240
40542,124,280,52
40554,-184,-88,484
40558,-56,140,-128
40560,-8,8,-72
40562,28,56,16
40564,-40,20,52
40566,-68,-24,-204
40578,-220,16,-428
40580,8,-32,-416
40582,148,68,296
40584,216,28,60
40586,-124,-296,360
40588,368,264,568
40600,8,108,-428
40602,24,240,-40
40604,-28,36,324
40606,-48,-148,32
40608,-28,136,-80
40610,-56,8,-488
40622,68,16,376
40624,-8,-8,-96
40626,-52,-16,180
40628,80,-136,-100
40630,-72,36,-8
40632,-220,-36,-144
40644,-36,48,32
40646,72,-48,-284
40648,-52,-112,-56
40650,140,32,40
40652,32,-12,180
