T,X,Y,Z
53319,-56,-36,-108
53321,-32,52,16
53323,108,48,-4
53335,36,-32,-176
53337,16,-16,-20
53339,8,-80,-64
53341,116,-4,64
53343,8,-12,-60
53345,40,4,-4
53347,-16,-20,60
53359,92,72,-456
53361,-16,-52,-276
53363,-268,-104,1188
53365,368,56,-280
53367,-152,44,-452
53369,8,-60,396
53381,-76,48,-12
53383,72,148,-96
53385,-172,-48,200
53387,-124,-68,-228
53389,160,36,80
53391,8,-40,132
53403,424,156,-1044
53405,72,264,-416
53407,-504,-92,1544
53409,352,-160,-364
53411,-156,160,192
53418,-152,-196,-396
53420,-188,-28,-32
53422,340,228,144
53434,-40,168,216
53436,-20,-60,-92
53438,32,-172,204
53440,-156,-60,4
53442,148,60,-464
53444,-100,-76,-84
53456,104,80,220
53458,-120,-40,-16
53460,-164,-56,396
53462,116,64,212
53464,-108,112,-156
53466,-72,-164,-100
53478,-88,56,160
53480,-112,80,116
53482,-60,-52,-192
53484,-12,16,-8
53486,56,0,-112
53488,24,32,-40
53500,132,-20,284
53502,-104,-60,-120
53504,-76,48,-332
53506,96,48,-152
53508,-32,16,144
53510,36,-48,520
53514,-36,144,244
53526,372,52,-456
53528,-8,32,592
53530,92,-60,48
53532,-156,28,-160
53534,172,156,-112
