T,X,Y,Z
46809,48,12,-168
46811,-32,116,56
46823,32,8,-64
46825,-44,-100,-176
46827,-72,12,160
46829,24,-72,-40
46831,52,4,92
46833,60,56,48
46835,-16,-4,44
46847,-76,-52,48
46849,-168,-108,1132
46851,404,0,-436
46853,-356,148,-736
46855,28,-256,736
46857,64,76,676
46869,160,324,-2816
46871,-128,24,2124
46873,-528,-432,828
46875,464,184,-1652
46877,-484,348,364
46879,56,-272,200
46891,68,232,-444
46893,292,100,548
46895,-200,-468,316
46899,408,288,-124
46901,-252,-256,-152
46903,-132,-148,96
46915,-68,12,-80
46917,-128,-120,296
46919,188,-8,260
46921,88,184,-232
46923,12,-28,-600
46925,-36,44,36
46937,-176,-128,-340
46939,-8,-44,48
46941,-216,-32,560
46943,276,72,-1080
46945,-184,120,-428
46947,8,-128,348
46959,-464,-80,-516
46961,216,44,24
46963,348,20,156
46965,-332,-36,40
46967,412,-20,436
46969,-160,16,152
46981,-8,88,-4
46983,28,-8,-20
46985,-20,28,312
46987,108,96,-44
46989,8,-60,-196
46991,60,-104,112
46995,40,-52,-108
46997,12,-200,112
47009,36,20,-140
47011,40,-12,-152
47013,16,-160,-100
47015,0,-100,-96
47017,-4,-40,-156
47019,-24,-80,272
47031,32,76,-100
