T,X,Y,Z
40826,60,72,-36
40828,28,92,32
40832,52,8,16
40834,28,40,0
40836,-8,92,12
40838,68,80,28
40840,-24,60,60
40852,-12,-64,-84
40854,56,96,24
40856,100,44,152
40858,372,36,-952
40860,184,-148,88
40862,12,16,648
40874,-1164,-164,-476
40876,-744,-68,728
40878,100,172,-340
40880,60,-88,1048
40882,1264,84,-224
40884,564,-232,-244
40896,12,-60,-72
40898,-288,200,-316
40900,44,128,156
40902,136,-280,504
40904,220,-184,-80
40906,20,48,36
40918,-452,212,104
40920,-208,24,-412
40922,-16,-16,56
40924,196,-140,272
40926,296,16,456
40930,-200,-92,-408
40932,68,52,-108
40944,232,-116,-392
40946,-496,-96,96
40948,-728,40,-160
40950,-108,80,100
40952,484,-24,-60
40954,840,-20,44
40966,804,288,-492
40968,-36,-408,356
40970,-108,8,-324
40972,-396,204,-188
40974,-56,140,136
40976,296,-116,-264
40988,300,36,192
40990,316,-40,216
40992,-68,-148,244
40994,-256,-104,288
40996,56,100,188
40998,232,160,84
41010,16,84,-84
41012,-4,32,-176
41014,-48,-28,4
41016,-104,24,-236
41018,-104,60,-368
41020,68,20,92
41032,8,4,4
41036,44,-24,-16
41038,160,0,140
41040,8,-36,112
