T,X,Y,Z
43677,76,40,-112
43681,68,-12,40
43683,44,-36,84
43695,36,100,-4
43697,-40,28,16
43699,60,-8,-152
43701,120,-8,-28
43703,68,-20,-20
43705,76,56,-4
43707,12,40,-16
43719,272,-164,416
43721,-300,-32,-160
43723,40,436,396
43725,416,104,-336
43727,492,-188,-272
43739,1888,28,-100
43741,328,-292,-424
43743,-764,116,-536
43745,-824,512,-220
43747,-128,296,-128
43749,596,-236,388
43761,260,-280,252
43763,264,376,-296
43765,-220,372,-560
43767,-364,28,-332
43769,80,148,84
43771,112,-28,356
43783,60,-204,-204
43787,-108,32,-192
43789,56,56,-92
43791,372,56,116
43793,12,-192,264
43795,-212,-200,244
43807,36,100,-40
43809,292,216,-144
43811,236,92,-268
43813,-28,-224,296
43815,-144,-48,172
43817,32,192,32
43829,160,-164,-24
43831,96,32,-596
43833,304,120,-336
43835,192,76,160
43837,44,-156,156
43839,-12,-188,20
43851,-56,-96,36
43853,8,116,-256
43855,-24,48,-228
43857,164,-48,-56
43859,228,56,48
43861,-32,44,496
43873,-144,-36,108
43875,-124,80,76
43877,180,8,-96
43879,248,-84,112
43883,-100,-20,112
43885,-20,-36,-40
43887,124,8,-164
43889,92,16,-56
43901,28,8,-84
