T,X,Y,Z
41324,-80,16,-20
41326,-12,-20,116
41328,36,-40,-60
41330,104,136,-36
41332,20,40,60
41334,44,0,-52
41338,76,0,-80
41350,-308,100,-160
41352,-20,64,172
41354,80,-220,-116
41356,520,8,-2216
41358,-756,-404,744
41360,-1900,-336,-2040
41372,-896,452,816
41374,-172,220,748
41376,500,-84,40
41378,452,-140,-488
41380,304,200,-80
41382,-236,220,-60
41394,-56,-68,-72
41396,-68,-68,216
41398,-184,40,488
41400,-56,188,140
41402,-24,112,-336
41404,136,-48,-40
41416,56,8,-84
41418,-112,-124,216
41420,-104,-132,388
41422,180,-96,48
41424,368,128,-352
41426,232,104,-296
41438,-456,120,264
41440,-160,60,200
41444,148,-84,-32
41446,380,-8,184
41448,248,208,-60
41450,-44,108,-236
41452,-76,-68,-140
41464,-12,-116,68
41466,-16,-92,352
41468,84,64,-20
41470,188,84,-296
41472,-48,8,0
41474,20,-24,100
41486,0,-60,260
41488,-60,-8,252
41490,36,44,104
41492,-36,100,-252
41494,0,116,-92
41496,-24,12,-156
41498,-120,44,212
41510,-92,0,32
41512,-72,80,-176
41514,188,72,-112
41516,120,28,-112
41518,-12,-120,116
41520,-56,-56,224
41532,-52,-64,100
41534,20,56,-12
41536,28,48,-152
