T,X,Y,Z
13070,88,-48,4
13072,64,12,-12
13074,100,48,60
13086,120,12,36
13088,52,-8,64
13090,20,100,-48
13092,24,-8,-96
13094,56,8,20
13096,32,20,140
13098,-72,16,-76
13110,156,-56,-724
13112,20,260,-132
13114,-208,-12,744
13116,-8,-84,-584
13118,340,56,236
13120,144,-12,508
13132,2200,4,972
13134,536,-52,-176
13136,-732,308,-432
13138,-900,408,800
13140,-304,64,396
13142,720,-264,632
13154,412,-112,168
13156,252,312,-220
13158,-312,272,-124
13162,-180,-64,216
13164,-168,-124,544
13166,68,236,-72
13168,80,284,-412
13180,124,256,-332
13182,104,72,-260
13184,160,-136,376
13186,-116,-144,144
13188,-72,-92,-120
13200,380,-128,-200
13202,-92,20,-184
13204,-264,-4,-204
13206,164,60,-200
13208,440,0,1512
13210,8,-288,-760
13222,412,188,180
13224,316,212,-352
13226,-28,-48,-348
13228,-248,4,68
13230,20,36,468
13232,28,16,100
13244,36,-36,-328
13246,128,44,-480
13248,224,-52,-148
13250,148,-44,196
13252,-88,-8,8
13254,-124,32,276
13258,212,160,-36
13260,160,68,104
13272,136,-4,232
13274,-104,-68,248
13276,-68,-16,-12
13278,-80,108,-100
13280,120,84,-260
13282,44,84,-164
