T,X,Y,Z
34259,44,-68,36
34261,100,0,-84
34263,24,-64,-64
34265,0,8,-52
34267,-36,-100,-72
34279,-212,136,-124
34281,-76,-36,336
34283,140,-92,232
34287,284,100,-160
34289,-12,92,84
34291,-352,-52,-1544
34293,-992,-136,892
34305,-400,72,-40
34307,-204,300,28
34309,-80,200,-40
34311,452,-56,76
34313,180,76,-560
34315,-284,76,72
34327,-240,152,-152
34329,-132,8,-208
34331,-64,48,40
34333,-84,-24,152
34335,188,88,-192
34337,-72,116,108
34349,-20,-12,-236
34351,28,-60,144
34353,-16,8,-72
34355,-92,-56,40
34357,76,44,36
34359,40,148,-204
34371,64,48,8
34373,52,-8,68
34375,-96,-84,60
34377,-132,20,112
34379,4,188,-92
34381,236,100,-40
34385,84,116,-204
34387,-144,76,-320
34399,-140,-16,-240
34401,-140,28,-16
34403,-48,60,68
34405,-32,-32,196
34407,224,16,-148
34409,112,12,132
34421,60,-48,76
34423,44,120,-44
34425,-64,-68,-16
34427,-4,-8,-72
34429,36,44,-32
34431,-104,128,-64
34443,96,-4,-52
34445,-72,84,-116
34447,32,-16,-236
34449,64,24,-84
34451,4,12,-68
34453,-12,88,24
34455,-72,16,172
34467,-48,52,-104
34469,-12,-80,-120
34471,-20,0,-48
