T,X,Y,Z
29563,-36,-16,-128
29575,-24,72,-96
29577,72,-28,-16
29579,-8,-12,-52
29581,-52,4,-152
29583,64,-16,-76
29587,-60,12,44
29589,-20,-68,264
29601,612,164,-328
29603,-952,-156,28
29605,-768,140,-1708
29607,-1340,-392,184
29609,1168,232,424
29611,1800,-132,1296
29623,740,20,-256
29625,224,220,424
29627,-196,204,-1064
29629,-256,-116,56
29631,-284,-256,628
29643,-224,-116,704
29645,-188,168,368
29647,-204,156,-720
29649,304,136,-256
29651,440,-12,64
29653,104,-188,672
29665,-60,-200,320
29667,-80,32,500
29669,36,-16,-280
29671,-260,-48,-920
29673,-124,144,-128
29675,-12,-44,248
29679,256,-48,-232
29691,-160,420,432
29693,-344,128,548
29695,264,-20,600
29697,200,-88,840
29699,92,-336,456
29701,96,88,264
29713,-160,108,-364
29715,168,32,-468
29717,276,-88,164
29719,60,-120,96
29721,40,-76,-28
29723,-32,-92,-260
29735,-12,52,-100
29737,108,124,-24
29739,68,96,-28
29741,32,-56,344
29743,-188,-12,40
29745,-132,84,80
29757,20,112,-116
29759,12,84,-64
29761,-76,-12,-160
29763,-48,96,184
29765,-24,-16,92
29767,60,-44,-24
29779,120,92,-204
29781,44,24,-216
29783,40,84,-68
29787,-8,64,108
