T,X,Y,Z
38925,-20,36,-56
38927,32,52,52
38939,8,16,36
38941,76,16,112
38943,12,-60,72
38945,32,28,36
38947,20,48,-48
38949,16,60,-72
38951,-56,-72,84
38963,-8,32,52
38965,440,352,-800
38967,220,-124,-312
38969,-160,-20,300
38971,-284,100,-436
38973,156,196,424
38985,24,-4,32
38989,1440,88,-176
38991,140,-56,44
38993,-564,320,324
38995,-616,316,456
38997,-56,176,608
39009,136,-248,540
39011,244,-12,164
39013,144,376,-384
39015,-356,256,-480
39017,-304,4,-184
39019,-160,-56,192
39031,232,-276,152
39033,176,-144,64
39035,104,32,-300
39037,-148,0,-472
39039,24,144,-588
39041,-272,-200,300
39053,272,-200,72
39055,-176,160,-2152
39057,-640,44,-744
39059,-428,-372,1820
39061,420,232,-112
39063,356,152,0
39075,284,-140,148
39077,12,44,80
39079,-212,104,-332
39083,100,-60,4
39085,-36,-148,132
39087,28,4,224
39089,16,-4,-212
39101,56,64,-72
39103,28,144,-220
39105,48,68,20
39107,-12,12,-112
39109,-88,4,-32
39111,-24,-20,308
39113,44,104,-132
39125,-28,184,-84
39127,148,60,-92
39129,76,20,64
39131,-104,-92,-40
39133,-44,-32,-148
39135,-4,-12,20
39147,60,64,-20
