T,X,Y,Z
23166,12,44,128
23168,48,4,100
23170,0,84,-140
23172,88,16,-128
23174,-80,44,-44
23176,84,8,-96
23178,-28,-32,-8
23190,-144,16,12
23194,60,-96,176
23196,-24,-12,-60
23198,40,68,-404
23200,56,88,-616
23202,-128,-84,1388
23214,-368,-56,-844
23216,444,304,-716
23218,-344,-8,1364
23220,148,-160,-180
23222,128,188,-528
23224,-216,216,-3488
23236,308,60,184
23238,-176,32,-260
23240,276,144,-540
23242,128,-44,844
23244,12,-160,68
23246,92,64,-628
23258,72,-24,120
23260,32,112,12
23262,0,184,52
23264,-24,4,0
23266,-64,-164,-152
23268,-40,152,-140
23280,-168,-68,-172
23282,124,4,-108
23284,-32,144,140
23286,-64,-8,-36
23290,-52,68,132
23292,-80,-36,232
23294,-4,-152,68
23296,40,16,-496
23308,32,-124,980
23310,-272,-176,216
23312,84,112,-4468
23314,-232,460,-1980
23316,-8,-236,696
23328,-184,-28,-816
23330,112,332,-28
23332,16,-216,704
23334,-336,-128,68
23336,264,232,-836
23338,-96,56,-132
23350,8,56,220
23352,-16,168,-180
23354,-40,-128,276
23356,-12,-176,220
23358,4,88,-424
23360,136,40,-176
23372,36,-4,168
23374,-52,128,-144
23376,40,12,-264
23378,0,96,116
