T,X,Y,Z
20666,12,64,20
20668,28,-84,-28
20680,-56,16,-68
20682,116,24,60
20684,-52,-76,-40
20686,-28,-4,-32
20688,-20,4,88
20690,56,-16,36
20694,-8,-60,-52
20696,-12,-40,40
20708,-72,284,-720
20710,-300,-284,964
20712,196,-104,348
20714,16,136,32
20716,-128,-112,464
20718,188,-112,280
20730,60,120,-920
20732,112,64,220
20734,-140,-156,-296
20736,-120,-88,60
20738,336,92,-324
20740,-252,-28,-256
20752,40,84,-512
20754,4,132,28
20756,88,36,52
20758,104,64,52
20760,-188,-24,-300
20762,172,32,-192
20774,88,44,-348
20776,-8,96,-84
20778,36,56,-192
20780,-144,-64,28
20782,-60,-32,88
20784,-60,40,12
20796,48,-32,424
20800,-104,72,-184
20802,164,-104,80
20804,84,-52,4
20806,-184,-20,-316
20808,-52,-28,-152
20820,-252,-100,-32
20822,468,160,-576
20824,-104,40,-368
20826,-112,-272,348
20828,188,-8,176
20830,-32,128,-604
20842,56,-152,448
20844,-196,-124,-96
20846,100,136,-72
20848,68,44,-212
20850,-188,-100,384
20852,96,-44,28
20864,0,-16,-64
20866,12,-52,256
20868,12,0,124
20870,-4,40,-12
20872,-40,12,-112
20874,-104,-44,-140
20886,48,28,-124
20888,0,-120,68
